claim_id,is_fraud,sequence_length,total_duration,event_sequence
F_282,1,29,100,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Parts Ordered', 'Witness Statement', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_283,1,27,87,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_284,1,27,72,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Damage Documentation', 'Repair Authorization', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_285,1,27,103,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_286,1,29,90,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Parts Ordered', 'Witness Statement', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_287,1,27,90,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_288,1,20,52,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Damage Documentation', 'Claim Closed']"
F_289,1,27,77,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_290,1,20,51,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Damage Documentation', 'Claim Closed']"
F_291,1,27,74,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_292,1,29,102,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Parts Ordered', 'Witness Statement', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_293,1,27,80,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_294,1,29,85,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Parts Ordered', 'Witness Statement', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_295,1,21,72,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_296,1,30,95,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Parts Ordered', 'Witness Statement', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_297,1,28,87,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Damage Documentation', 'Repair Authorization', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_298,1,28,86,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Damage Documentation', 'Repair Authorization', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_299,1,21,69,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_300,1,30,97,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Parts Ordered', 'Witness Statement', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_301,1,27,77,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_302,1,21,56,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_303,1,30,89,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Parts Ordered', 'Witness Statement', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_304,1,31,101,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Parts Ordered', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_305,1,32,102,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_306,1,27,77,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_307,1,32,114,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_308,1,29,93,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_309,1,21,69,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_310,1,29,92,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_311,1,29,81,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_312,1,22,67,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Expert Consultation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_313,1,29,95,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_314,1,27,81,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_315,1,29,90,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_316,1,29,84,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_317,1,28,73,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Repair Authorization', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_318,1,29,86,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_319,1,32,109,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_320,1,22,78,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Expert Consultation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_321,1,28,93,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Repair Authorization', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_322,1,22,73,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Expert Consultation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_323,1,29,91,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_324,1,32,99,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_325,1,32,110,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_326,1,22,81,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Expert Consultation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_327,1,29,89,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_328,1,30,94,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Parts Ordered', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_329,1,32,103,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_330,1,22,61,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Expert Consultation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_331,1,29,82,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Repair Authorization', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Damage Documentation', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
